entry_number,entry_date,description,reference,account_number,debit,credit,line_description
JE-0525,2025-09-30,AP Payment - Telephone and internet September 2025,PAY-09-5260,2000,2000,,Clear AP
JE-0525,2025-09-30,AP Payment - Telephone and internet September 2025,PAY-09-5260,1000,,2000,Cash paid
JE-0526,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5270,3000,,Software and technology
JE-0526,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,3000,Accounts payable
JE-0527,2025-09-30,AP Payment - Software and technology September 2025,PAY-09-5270,2000,3000,,Clear AP
JE-0527,2025-09-30,AP Payment - Software and technology September 2025,PAY-09-5270,1000,,3000,Cash paid
JE-0528,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5280,1500,,Licenses and permits
JE-0528,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,1500,Accounts payable
JE-0529,2025-09-30,AP Payment - Licenses and permits September 2025,PAY-09-5280,2000,1500,,Clear AP
JE-0529,2025-09-30,AP Payment - Licenses and permits September 2025,PAY-09-5280,1000,,1500,Cash paid
JE-0530,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,5290,1250,,Bank charges and fees
JE-0530,2025-09-30,Operating Expenses - September 2025,OPEX-09-2025,2000,,1250,Accounts payable
JE-0531,2025-09-30,AP Payment - Bank charges and fees September 2025,PAY-09-5290,2000,1250,,Clear AP
JE-0531,2025-09-30,AP Payment - Bank charges and fees September 2025,PAY-09-5290,1000,,1250,Cash paid
JE-0532,2025-09-30,Mortgage Interest - September 2025,MTG-09-2025,7000,320833,,Mortgage interest expense
JE-0532,2025-09-30,Mortgage Interest - September 2025,MTG-09-2025,1000,,320833,Cash paid to BankUnited
JE-0533,2025-09-30,Mortgage Principal - September 2025,PRIN-09-2025,2200,41667,,Mortgage principal reduction
JE-0533,2025-09-30,Mortgage Principal - September 2025,PRIN-09-2025,1000,,41667,Cash paid to BankUnited
JE-0534,2025-10-31,Rental Income - October 2025,RENT-10-2025,1010,1897200,,Accounts receivable - tenant rent
JE-0534,2025-10-31,Rental Income - October 2025,RENT-10-2025,4000,,1897200,Residential rental income
JE-0535,2025-10-31,Rent Cash Receipt - October 2025,CASH-10-2025,1000,1897200,,Cash received for rent
JE-0535,2025-10-31,Rent Cash Receipt - October 2025,CASH-10-2025,1010,,1897200,Clear accounts receivable
JE-0536,2025-10-31,Other Income - October 2025,OTH-10-2025,1000,91250,,Parking pet laundry util reimbursement cash
JE-0536,2025-10-31,Other Income - October 2025,OTH-10-2025,4010,,60000,Parking income
JE-0536,2025-10-31,Other Income - October 2025,OTH-10-2025,4020,,11250,Pet fee income
JE-0536,2025-10-31,Other Income - October 2025,OTH-10-2025,4030,,5000,Laundry and vending
JE-0536,2025-10-31,Other Income - October 2025,OTH-10-2025,4090,,15000,Utility reimbursement
JE-0537,2025-10-31,Late Fees - October 2025,LF-10-2025,1000,3750,,Late fee cash collected
JE-0537,2025-10-31,Late Fees - October 2025,LF-10-2025,4040,,3750,Late fee income
JE-0538,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5000,100035,,Property management fee
JE-0538,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,100035,Accounts payable
JE-0539,2025-10-31,AP Payment - Property management fee October 2025,PAY-10-5000,2000,100035,,Clear AP
JE-0539,2025-10-31,AP Payment - Property management fee October 2025,PAY-10-5000,1000,,100035,Cash paid
JE-0540,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5010,75000,,Repairs and maintenance
JE-0540,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,75000,Accounts payable
JE-0541,2025-10-31,AP Payment - Repairs and maintenance October 2025,PAY-10-5010,2000,75000,,Clear AP
JE-0541,2025-10-31,AP Payment - Repairs and maintenance October 2025,PAY-10-5010,1000,,75000,Cash paid
JE-0542,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5020,15000,,Landscaping and grounds
JE-0542,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,15000,Accounts payable
JE-0543,2025-10-31,AP Payment - Landscaping and grounds October 2025,PAY-10-5020,2000,15000,,Clear AP
JE-0543,2025-10-31,AP Payment - Landscaping and grounds October 2025,PAY-10-5020,1000,,15000,Cash paid
JE-0544,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5030,20000,,Cleaning and janitorial
JE-0544,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,20000,Accounts payable
JE-0545,2025-10-31,AP Payment - Cleaning and janitorial October 2025,PAY-10-5030,2000,20000,,Clear AP
JE-0545,2025-10-31,AP Payment - Cleaning and janitorial October 2025,PAY-10-5030,1000,,20000,Cash paid
JE-0546,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5040,30000,,Electric - common areas
JE-0546,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,30000,Accounts payable
JE-0547,2025-10-31,AP Payment - Electric - common areas October 2025,PAY-10-5040,2000,30000,,Clear AP
JE-0547,2025-10-31,AP Payment - Electric - common areas October 2025,PAY-10-5040,1000,,30000,Cash paid
JE-0548,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5050,40000,,Water and sewer
JE-0548,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,40000,Accounts payable
JE-0549,2025-10-31,AP Payment - Water and sewer October 2025,PAY-10-5050,2000,40000,,Clear AP
JE-0549,2025-10-31,AP Payment - Water and sewer October 2025,PAY-10-5050,1000,,40000,Cash paid
JE-0550,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5060,5000,,Gas
JE-0550,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,5000,Accounts payable
JE-0551,2025-10-31,AP Payment - Gas October 2025,PAY-10-5060,2000,5000,,Clear AP
JE-0551,2025-10-31,AP Payment - Gas October 2025,PAY-10-5060,1000,,5000,Cash paid
JE-0552,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5070,81667,,Property insurance
JE-0552,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,81667,Accounts payable
JE-0553,2025-10-31,AP Payment - Property insurance October 2025,PAY-10-5070,2000,81667,,Clear AP
JE-0553,2025-10-31,AP Payment - Property insurance October 2025,PAY-10-5070,1000,,81667,Cash paid
JE-0554,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5090,140000,,Real estate taxes
JE-0554,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,140000,Accounts payable
JE-0555,2025-10-31,AP Payment - Real estate taxes October 2025,PAY-10-5090,2000,140000,,Clear AP
JE-0555,2025-10-31,AP Payment - Real estate taxes October 2025,PAY-10-5090,1000,,140000,Cash paid
JE-0556,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5110,35000,,Security services
JE-0556,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,35000,Accounts payable
JE-0557,2025-10-31,AP Payment - Security services October 2025,PAY-10-5110,2000,35000,,Clear AP
JE-0557,2025-10-31,AP Payment - Security services October 2025,PAY-10-5110,1000,,35000,Cash paid
JE-0558,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5120,15000,,Elevator maintenance
JE-0558,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,15000,Accounts payable
JE-0559,2025-10-31,AP Payment - Elevator maintenance October 2025,PAY-10-5120,2000,15000,,Clear AP
JE-0559,2025-10-31,AP Payment - Elevator maintenance October 2025,PAY-10-5120,1000,,15000,Cash paid
JE-0560,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5130,12500,,HVAC maintenance
JE-0560,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,12500,Accounts payable
JE-0561,2025-10-31,AP Payment - HVAC maintenance October 2025,PAY-10-5130,2000,12500,,Clear AP
JE-0561,2025-10-31,AP Payment - HVAC maintenance October 2025,PAY-10-5130,1000,,12500,Cash paid
JE-0562,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5140,6000,,Pest control
JE-0562,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,6000,Accounts payable
JE-0563,2025-10-31,AP Payment - Pest control October 2025,PAY-10-5140,2000,6000,,Clear AP
JE-0563,2025-10-31,AP Payment - Pest control October 2025,PAY-10-5140,1000,,6000,Cash paid
JE-0564,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5150,10000,,Pool and amenity maintenance
JE-0564,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,10000,Accounts payable
JE-0565,2025-10-31,AP Payment - Pool and amenity maintenance October 2025,PAY-10-5150,2000,10000,,Clear AP
JE-0565,2025-10-31,AP Payment - Pool and amenity maintenance October 2025,PAY-10-5150,1000,,10000,Cash paid
JE-0566,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5160,7000,,Trash and recycling
JE-0566,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,7000,Accounts payable
JE-0567,2025-10-31,AP Payment - Trash and recycling October 2025,PAY-10-5160,2000,7000,,Clear AP
JE-0567,2025-10-31,AP Payment - Trash and recycling October 2025,PAY-10-5160,1000,,7000,Cash paid
JE-0568,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5170,5000,,Administrative and office
JE-0568,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,5000,Accounts payable
JE-0569,2025-10-31,AP Payment - Administrative and office October 2025,PAY-10-5170,2000,5000,,Clear AP
JE-0569,2025-10-31,AP Payment - Administrative and office October 2025,PAY-10-5170,1000,,5000,Cash paid
JE-0570,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5180,7500,,Legal and professional
JE-0570,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,7500,Accounts payable
JE-0571,2025-10-31,AP Payment - Legal and professional October 2025,PAY-10-5180,2000,7500,,Clear AP
JE-0571,2025-10-31,AP Payment - Legal and professional October 2025,PAY-10-5180,1000,,7500,Cash paid
JE-0572,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5190,10000,,Marketing and advertising
JE-0572,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,10000,Accounts payable
JE-0573,2025-10-31,AP Payment - Marketing and advertising October 2025,PAY-10-5190,2000,10000,,Clear AP
JE-0573,2025-10-31,AP Payment - Marketing and advertising October 2025,PAY-10-5190,1000,,10000,Cash paid
JE-0574,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5200,7917,,Leasing commissions
JE-0574,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,7917,Accounts payable
JE-0575,2025-10-31,AP Payment - Leasing commissions October 2025,PAY-10-5200,2000,7917,,Clear AP
JE-0575,2025-10-31,AP Payment - Leasing commissions October 2025,PAY-10-5200,1000,,7917,Cash paid
JE-0576,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5220,5667,,Bad debt expense
JE-0576,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,5667,Accounts payable
JE-0577,2025-10-31,AP Payment - Bad debt expense October 2025,PAY-10-5220,2000,5667,,Clear AP
JE-0577,2025-10-31,AP Payment - Bad debt expense October 2025,PAY-10-5220,1000,,5667,Cash paid
JE-0578,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5230,20000,,Capital reserve contribution
JE-0578,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,20000,Accounts payable
JE-0579,2025-10-31,AP Payment - Capital reserve contribution October 2025,PAY-10-5230,2000,20000,,Clear AP
JE-0579,2025-10-31,AP Payment - Capital reserve contribution October 2025,PAY-10-5230,1000,,20000,Cash paid
JE-0580,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5240,65000,,Payroll - on-site staff
JE-0580,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,65000,Accounts payable
JE-0581,2025-10-31,AP Payment - Payroll - on-site staff October 2025,PAY-10-5240,2000,65000,,Clear AP
JE-0581,2025-10-31,AP Payment - Payroll - on-site staff October 2025,PAY-10-5240,1000,,65000,Cash paid
JE-0582,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5250,13000,,Payroll taxes and benefits
JE-0582,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,13000,Accounts payable
JE-0583,2025-10-31,AP Payment - Payroll taxes and benefits October 2025,PAY-10-5250,2000,13000,,Clear AP
JE-0583,2025-10-31,AP Payment - Payroll taxes and benefits October 2025,PAY-10-5250,1000,,13000,Cash paid
JE-0584,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5260,2000,,Telephone and internet
JE-0584,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,2000,Accounts payable
JE-0585,2025-10-31,AP Payment - Telephone and internet October 2025,PAY-10-5260,2000,2000,,Clear AP
JE-0585,2025-10-31,AP Payment - Telephone and internet October 2025,PAY-10-5260,1000,,2000,Cash paid
JE-0586,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5270,3000,,Software and technology
JE-0586,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,3000,Accounts payable
JE-0587,2025-10-31,AP Payment - Software and technology October 2025,PAY-10-5270,2000,3000,,Clear AP
JE-0587,2025-10-31,AP Payment - Software and technology October 2025,PAY-10-5270,1000,,3000,Cash paid
JE-0588,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5280,1500,,Licenses and permits
JE-0588,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,1500,Accounts payable
JE-0589,2025-10-31,AP Payment - Licenses and permits October 2025,PAY-10-5280,2000,1500,,Clear AP
JE-0589,2025-10-31,AP Payment - Licenses and permits October 2025,PAY-10-5280,1000,,1500,Cash paid
JE-0590,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,5290,1250,,Bank charges and fees
JE-0590,2025-10-31,Operating Expenses - October 2025,OPEX-10-2025,2000,,1250,Accounts payable
JE-0591,2025-10-31,AP Payment - Bank charges and fees October 2025,PAY-10-5290,2000,1250,,Clear AP
JE-0591,2025-10-31,AP Payment - Bank charges and fees October 2025,PAY-10-5290,1000,,1250,Cash paid
JE-0592,2025-10-31,Mortgage Interest - October 2025,MTG-10-2025,7000,320833,,Mortgage interest expense
JE-0592,2025-10-31,Mortgage Interest - October 2025,MTG-10-2025,1000,,320833,Cash paid to BankUnited
JE-0593,2025-10-31,Mortgage Principal - October 2025,PRIN-10-2025,2200,41667,,Mortgage principal reduction
JE-0593,2025-10-31,Mortgage Principal - October 2025,PRIN-10-2025,1000,,41667,Cash paid to BankUnited
JE-0594,2025-11-30,Rental Income - November 2025,RENT-11-2025,1010,1897200,,Accounts receivable - tenant rent
JE-0594,2025-11-30,Rental Income - November 2025,RENT-11-2025,4000,,1897200,Residential rental income
JE-0595,2025-11-30,Rent Cash Receipt - November 2025,CASH-11-2025,1000,1897200,,Cash received for rent
JE-0595,2025-11-30,Rent Cash Receipt - November 2025,CASH-11-2025,1010,,1897200,Clear accounts receivable
JE-0596,2025-11-30,Other Income - November 2025,OTH-11-2025,1000,91250,,Parking pet laundry util reimbursement cash
JE-0596,2025-11-30,Other Income - November 2025,OTH-11-2025,4010,,60000,Parking income
JE-0596,2025-11-30,Other Income - November 2025,OTH-11-2025,4020,,11250,Pet fee income
JE-0596,2025-11-30,Other Income - November 2025,OTH-11-2025,4030,,5000,Laundry and vending
JE-0596,2025-11-30,Other Income - November 2025,OTH-11-2025,4090,,15000,Utility reimbursement
JE-0597,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5000,100035,,Property management fee
JE-0597,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,100035,Accounts payable
JE-0598,2025-11-30,AP Payment - Property management fee November 2025,PAY-11-5000,2000,100035,,Clear AP
JE-0598,2025-11-30,AP Payment - Property management fee November 2025,PAY-11-5000,1000,,100035,Cash paid
JE-0599,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5010,75000,,Repairs and maintenance
JE-0599,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,75000,Accounts payable
JE-0600,2025-11-30,AP Payment - Repairs and maintenance November 2025,PAY-11-5010,2000,75000,,Clear AP
JE-0600,2025-11-30,AP Payment - Repairs and maintenance November 2025,PAY-11-5010,1000,,75000,Cash paid
JE-0601,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5020,15000,,Landscaping and grounds
JE-0601,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,15000,Accounts payable
JE-0602,2025-11-30,AP Payment - Landscaping and grounds November 2025,PAY-11-5020,2000,15000,,Clear AP
JE-0602,2025-11-30,AP Payment - Landscaping and grounds November 2025,PAY-11-5020,1000,,15000,Cash paid
JE-0603,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5030,20000,,Cleaning and janitorial
JE-0603,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,20000,Accounts payable
JE-0604,2025-11-30,AP Payment - Cleaning and janitorial November 2025,PAY-11-5030,2000,20000,,Clear AP
JE-0604,2025-11-30,AP Payment - Cleaning and janitorial November 2025,PAY-11-5030,1000,,20000,Cash paid
JE-0605,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5040,30000,,Electric - common areas
JE-0605,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,30000,Accounts payable
JE-0606,2025-11-30,AP Payment - Electric - common areas November 2025,PAY-11-5040,2000,30000,,Clear AP
JE-0606,2025-11-30,AP Payment - Electric - common areas November 2025,PAY-11-5040,1000,,30000,Cash paid
JE-0607,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5050,40000,,Water and sewer
JE-0607,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,40000,Accounts payable
JE-0608,2025-11-30,AP Payment - Water and sewer November 2025,PAY-11-5050,2000,40000,,Clear AP
JE-0608,2025-11-30,AP Payment - Water and sewer November 2025,PAY-11-5050,1000,,40000,Cash paid
JE-0609,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5060,5000,,Gas
JE-0609,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,5000,Accounts payable
JE-0610,2025-11-30,AP Payment - Gas November 2025,PAY-11-5060,2000,5000,,Clear AP
JE-0610,2025-11-30,AP Payment - Gas November 2025,PAY-11-5060,1000,,5000,Cash paid
JE-0611,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5070,81667,,Property insurance
JE-0611,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,81667,Accounts payable
JE-0612,2025-11-30,AP Payment - Property insurance November 2025,PAY-11-5070,2000,81667,,Clear AP
JE-0612,2025-11-30,AP Payment - Property insurance November 2025,PAY-11-5070,1000,,81667,Cash paid
JE-0613,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5090,140000,,Real estate taxes
JE-0613,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,140000,Accounts payable
JE-0614,2025-11-30,AP Payment - Real estate taxes November 2025,PAY-11-5090,2000,140000,,Clear AP
JE-0614,2025-11-30,AP Payment - Real estate taxes November 2025,PAY-11-5090,1000,,140000,Cash paid
JE-0615,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5110,35000,,Security services
JE-0615,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,35000,Accounts payable
JE-0616,2025-11-30,AP Payment - Security services November 2025,PAY-11-5110,2000,35000,,Clear AP
JE-0616,2025-11-30,AP Payment - Security services November 2025,PAY-11-5110,1000,,35000,Cash paid
JE-0617,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5120,15000,,Elevator maintenance
JE-0617,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,15000,Accounts payable
JE-0618,2025-11-30,AP Payment - Elevator maintenance November 2025,PAY-11-5120,2000,15000,,Clear AP
JE-0618,2025-11-30,AP Payment - Elevator maintenance November 2025,PAY-11-5120,1000,,15000,Cash paid
JE-0619,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5130,12500,,HVAC maintenance
JE-0619,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,12500,Accounts payable
JE-0620,2025-11-30,AP Payment - HVAC maintenance November 2025,PAY-11-5130,2000,12500,,Clear AP
JE-0620,2025-11-30,AP Payment - HVAC maintenance November 2025,PAY-11-5130,1000,,12500,Cash paid
JE-0621,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5140,6000,,Pest control
JE-0621,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,6000,Accounts payable
JE-0622,2025-11-30,AP Payment - Pest control November 2025,PAY-11-5140,2000,6000,,Clear AP
JE-0622,2025-11-30,AP Payment - Pest control November 2025,PAY-11-5140,1000,,6000,Cash paid
JE-0623,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5150,10000,,Pool and amenity maintenance
JE-0623,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,10000,Accounts payable
JE-0624,2025-11-30,AP Payment - Pool and amenity maintenance November 2025,PAY-11-5150,2000,10000,,Clear AP
JE-0624,2025-11-30,AP Payment - Pool and amenity maintenance November 2025,PAY-11-5150,1000,,10000,Cash paid
JE-0625,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5160,7000,,Trash and recycling
JE-0625,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,7000,Accounts payable
JE-0626,2025-11-30,AP Payment - Trash and recycling November 2025,PAY-11-5160,2000,7000,,Clear AP
JE-0626,2025-11-30,AP Payment - Trash and recycling November 2025,PAY-11-5160,1000,,7000,Cash paid
JE-0627,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5170,5000,,Administrative and office
JE-0627,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,5000,Accounts payable
JE-0628,2025-11-30,AP Payment - Administrative and office November 2025,PAY-11-5170,2000,5000,,Clear AP
JE-0628,2025-11-30,AP Payment - Administrative and office November 2025,PAY-11-5170,1000,,5000,Cash paid
JE-0629,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5180,7500,,Legal and professional
JE-0629,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,7500,Accounts payable
JE-0630,2025-11-30,AP Payment - Legal and professional November 2025,PAY-11-5180,2000,7500,,Clear AP
JE-0630,2025-11-30,AP Payment - Legal and professional November 2025,PAY-11-5180,1000,,7500,Cash paid
JE-0631,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5190,10000,,Marketing and advertising
JE-0631,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,10000,Accounts payable
JE-0632,2025-11-30,AP Payment - Marketing and advertising November 2025,PAY-11-5190,2000,10000,,Clear AP
JE-0632,2025-11-30,AP Payment - Marketing and advertising November 2025,PAY-11-5190,1000,,10000,Cash paid
JE-0633,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5200,7917,,Leasing commissions
JE-0633,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,7917,Accounts payable
JE-0634,2025-11-30,AP Payment - Leasing commissions November 2025,PAY-11-5200,2000,7917,,Clear AP
JE-0634,2025-11-30,AP Payment - Leasing commissions November 2025,PAY-11-5200,1000,,7917,Cash paid
JE-0635,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5220,5667,,Bad debt expense
JE-0635,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,5667,Accounts payable
JE-0636,2025-11-30,AP Payment - Bad debt expense November 2025,PAY-11-5220,2000,5667,,Clear AP
JE-0636,2025-11-30,AP Payment - Bad debt expense November 2025,PAY-11-5220,1000,,5667,Cash paid
JE-0637,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5230,20000,,Capital reserve contribution
JE-0637,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,20000,Accounts payable
JE-0638,2025-11-30,AP Payment - Capital reserve contribution November 2025,PAY-11-5230,2000,20000,,Clear AP
JE-0638,2025-11-30,AP Payment - Capital reserve contribution November 2025,PAY-11-5230,1000,,20000,Cash paid
JE-0639,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5240,65000,,Payroll - on-site staff
JE-0639,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,65000,Accounts payable
JE-0640,2025-11-30,AP Payment - Payroll - on-site staff November 2025,PAY-11-5240,2000,65000,,Clear AP
JE-0640,2025-11-30,AP Payment - Payroll - on-site staff November 2025,PAY-11-5240,1000,,65000,Cash paid
JE-0641,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5250,13000,,Payroll taxes and benefits
JE-0641,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,13000,Accounts payable
JE-0642,2025-11-30,AP Payment - Payroll taxes and benefits November 2025,PAY-11-5250,2000,13000,,Clear AP
JE-0642,2025-11-30,AP Payment - Payroll taxes and benefits November 2025,PAY-11-5250,1000,,13000,Cash paid
JE-0643,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5260,2000,,Telephone and internet
JE-0643,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,2000,Accounts payable
JE-0644,2025-11-30,AP Payment - Telephone and internet November 2025,PAY-11-5260,2000,2000,,Clear AP
JE-0644,2025-11-30,AP Payment - Telephone and internet November 2025,PAY-11-5260,1000,,2000,Cash paid
JE-0645,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5270,3000,,Software and technology
JE-0645,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,3000,Accounts payable
JE-0646,2025-11-30,AP Payment - Software and technology November 2025,PAY-11-5270,2000,3000,,Clear AP
JE-0646,2025-11-30,AP Payment - Software and technology November 2025,PAY-11-5270,1000,,3000,Cash paid
JE-0647,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5280,1500,,Licenses and permits
JE-0647,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,1500,Accounts payable
JE-0648,2025-11-30,AP Payment - Licenses and permits November 2025,PAY-11-5280,2000,1500,,Clear AP
JE-0648,2025-11-30,AP Payment - Licenses and permits November 2025,PAY-11-5280,1000,,1500,Cash paid
JE-0649,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,5290,1250,,Bank charges and fees
JE-0649,2025-11-30,Operating Expenses - November 2025,OPEX-11-2025,2000,,1250,Accounts payable
JE-0650,2025-11-30,AP Payment - Bank charges and fees November 2025,PAY-11-5290,2000,1250,,Clear AP
JE-0650,2025-11-30,AP Payment - Bank charges and fees November 2025,PAY-11-5290,1000,,1250,Cash paid
JE-0651,2025-11-30,Mortgage Interest - November 2025,MTG-11-2025,7000,320833,,Mortgage interest expense
JE-0651,2025-11-30,Mortgage Interest - November 2025,MTG-11-2025,1000,,320833,Cash paid to BankUnited
JE-0652,2025-11-30,Mortgage Principal - November 2025,PRIN-11-2025,2200,41667,,Mortgage principal reduction
JE-0652,2025-11-30,Mortgage Principal - November 2025,PRIN-11-2025,1000,,41667,Cash paid to BankUnited
JE-0653,2025-12-31,Rental Income - December 2025,RENT-12-2025,1010,1897200,,Accounts receivable - tenant rent
JE-0653,2025-12-31,Rental Income - December 2025,RENT-12-2025,4000,,1897200,Residential rental income
JE-0654,2025-12-31,Rent Cash Receipt - December 2025,CASH-12-2025,1000,1897200,,Cash received for rent
JE-0654,2025-12-31,Rent Cash Receipt - December 2025,CASH-12-2025,1010,,1897200,Clear accounts receivable
JE-0655,2025-12-31,Other Income - December 2025,OTH-12-2025,1000,91250,,Parking pet laundry util reimbursement cash
JE-0655,2025-12-31,Other Income - December 2025,OTH-12-2025,4010,,60000,Parking income
JE-0655,2025-12-31,Other Income - December 2025,OTH-12-2025,4020,,11250,Pet fee income
